ano;cod_uf;cod_munic;pib;prop_serv;pop;arrecad;educ;cod_reg;idade;area;larrecad;lpib;leduc;lpop;lprop_serv;a2001;a2002;a2003;a2004;a2005;a2006;a2007;uf_r
2002;31;3138609;55787.389;0.558292107917078;15933;266286.43;6.69473950429944;3;62;848.089;12.492327812937;10.9293031192425;1.90132206939429;9.67614770909051;-0.582872962683561;0;1;0;0;0;0;0;31
2003;31;3138609;64641.373;0.545959226453931;16037;274045.59;6.96212871287129;3;63;848.089;12.5210497583908;11.0766099336872;1.94048527713436;9.68265383150881;-0.605210982849988;0;0;1;0;0;0;0;31
2004;31;3138609;68698.135;0.557089271782997;16255;356559.38;7.238385734397;3;64;848.089;12.7842560687811;11.1374773308259;1.97939821667497;9.69615583273801;-0.585029779396226;0;0;0;1;0;0;0;31
2005;31;3138609;78129.944;0.557904393224703;16376;416958.8;7.4;3;65;848.089;12.9407426949406;11.2661286682364;2.00148000021012;9.70357212734113;-0.583567669587895;0;0;0;0;1;0;0;31
2006;31;3138609;83153.717;0.585866185633049;16497;416798.94;7.32977006857604;3;66;848.089;12.9403592262319;11.3284461859671;1.99194414686304;9.71093382517592;-0.534663867643482;0;0;0;0;0;1;0;31
2007;31;3138609;91474.813;0.575505161185735;15909;545577.47;7.52279812938426;3;67;848.089;13.2096000906705;11.4238189456109;2.01793816042625;9.67464026580524;-0.552507082683636;0;0;0;0;0;0;1;31
2001;31;3138625;36940.66;0.359734666354093;6061;268196;6.93481012658228;3;8;1317.515;12.4994733354754;10.5170681204047;1.93655367438438;8.70963008195129;-1.02238855718325;1;0;0;0;0;0;0;31
2002;31;3138625;45407.451;0.353684706943801;5977;355924.11;7.08882681564246;3;9;1317.515;12.782472812952;10.7234314895061;1.95851985656211;8.69567404882425;-1.03934942107103;0;1;0;0;0;0;0;31
2003;31;3138625;55075.35;0.311268562069964;5887;547074;7.486602357985;3;10;1317.515;13.212339355618;10.9164575266208;2.01311507084372;8.68050180902826;-1.16709919580887;0;0;1;0;0;0;0;31
2004;31;3138625;60114.455;0.324744422951185;5698;920495;8.35416666666667;3;11;1317.515;13.73266684781;11.004005607411;2.12276041639868;8.64787051505785;-1.12471679693937;0;0;0;1;0;0;0;31
2005;31;3138625;69587.206;0.337415127717586;5594;786086.85;8.48304416403785;3;12;1317.515;13.5748225614903;11.1503360075861;2.13806936699357;8.6294498737619;-1.08644127372367;0;0;0;0;1;0;0;31
2006;31;3138625;99672.337;0.305151237699985;5491;1221867.34;8.09304511278195;3;13;1317.515;14.0158908530825;11.509643455063;2.09100506479458;8.61086566727887;-1.18694776396189;0;0;0;0;0;1;0;31
2007;31;3138625;101811.07;0.332274918631147;6492;1421049.56;6.21207025411061;3;14;1317.515;14.1669062833183;11.5308741198191;1.82649421464146;8.77832592863448;-1.10179258455884;0;0;0;0;0;0;1;31
2001;31;3138658;10558.297;0.758307992283225;6831;16052.93;9.26628352490421;3;8;257.22;9.68364666641425;9.26466727531563;2.22638238494034;8.82922635473185;-0.276665653592922;1;0;0;0;0;0;0;31
2002;31;3138658;12294.337;0.751243275664235;7931;102103.48;10.1139705882353;3;9;257.22;11.533742087803;9.41689402883683;2.31391769462858;8.97853441008332;-0.286025744035694;0;1;0;0;0;0;0;31
2003;31;3138658;13765.517;0.724952357401469;8066;86075.79;8.43060498220641;3;10;257.22;11.362983466207;9.5299219758979;2.13186853482504;8.99541297543331;-0.321649340215725;0;0;1;0;0;0;0;31
2004;31;3138658;15260.871;0.742363132484378;8350;70209.11;7.82884615384615;3;11;257.22;11.159233353674;9.63304738053594;2.05781513692751;9.0300168178449;-0.297916758651136;0;0;0;1;0;0;0;31
2005;31;3138658;18525.589;0.750123788236909;8507;82119.51;8.86330935251799;3;12;257.22;11.3159309042373;9.82690824453064;2.18192021096277;9.04864463297588;-0.287517035088651;0;0;0;0;1;0;0;31
2006;31;3138658;19765.806;0.764684779360882;8663;188427.93;8.85841313269494;3;13;257.22;12.1464708785443;9.89170875405441;2.18136764391386;9.06681636189014;-0.268291583195847;0;0;0;0;0;1;0;31
2007;31;3138658;21874.339;0.755236901101332;7979;171334.72;9.82307692307692;3;14;257.22;12.0513743491217;9.99306949362641;2.28473440557696;8.98456836930828;-0.280723802657444;0;0;0;0;0;0;1;31
2001;31;3138674;14689.742;0.469896680282063;6420;47616.24;8.20754716981132;3;4;146.124;10.7709291585026;9.59490470604569;2.10505411753656;8.76717339668401;-0.755242437631109;1;0;0;0;0;0;0;31
2002;31;3138674;21993.216;0.399032410721561;6528;65681.74;8.67768595041322;3;5;146.124;11.0925762358582;9.99848932115025;2.16075489755483;8.78385589664394;-0.918712635512643;0;1;0;0;0;0;0;31
2003;31;3138674;31065.087;0.327846820451525;6635;85279.77;9.23655913978495;3;6;146.124;11.3536925423979;10.3438398630733;2.223169428831;8.80011394676631;-1.11520879050003;0;0;1;0;0;0;0;31
2004;31;3138674;39948.548;0.304083968208306;6860;65105;8.89795918367347;3;7;146.124;11.0837566301628;10.5953476051021;2.18582194523841;8.83346272071993;-1.19045140450368;0;0;0;1;0;0;0;31
2005;31;3138674;36433.131;0.347710906317659;6984;78526.97;9.36129032258065;3;8;146.124;11.2711974116439;10.5032338319587;2.23658313596494;8.85137709751944;-1.05638387342644;0;0;0;0;1;0;0;31
2006;31;3138674;44156.823;0.34104129275786;7108;118607.19;9.37617554858934;3;9;146.124;11.6835723876542;10.6955027354282;2.2381719558451;8.86897618927454;-1.07575171589825;0;0;0;0;0;1;0;31
2007;31;3138674;42482.15;0.35645241589703;6276;150595.14;9.24197860962567;3;10;146.124;11.9223503229109;10.6568392666878;2.22375599797079;8.74448811385292;-1.03155452378112;0;0;0;0;0;0;1;31
2001;31;3138682;9766.419;0.631705336418599;6204;23768.23;9.83076923076923;3;4;424.748;10.0761050939721;9.18670514765375;2.2855171844819;8.73294952429643;-0.45933223340286;1;0;0;0;0;0;0;31
