"ANO_ELEICAO","COD_MUN_IBGE","NOME_MUNICIPIO","UF","NOME_CANDIDATO","SIGLA_PARTIDO","CODIGO_SEXO","DESCRICAO_GRAU_INSTRUCAO"
"2016","2931301","Tapiramutá","BA","DJALMA SANTOS JUNIOR","PP","2","ENSINO MÉDIO COMPLETO"
"2016","2931103","Tanquinho","BA","LUEDSON SOARES SANTOS","PTN","2","ENSINO MÉDIO COMPLETO"
"2016","2902104","Araci","BA","ANTONIO CARVALHO DA SILVA NETO","PDT","2","SUPERIOR COMPLETO"
"2016","2924603","Pindobaçu","BA","HELIO PALMEIRA DE CARVALHO","PMDB","2","SUPERIOR COMPLETO"
"2016","2923803","Paripiranga","BA","JUSTINO DAS VIRGENS NETO","PV","2","ENSINO MÉDIO COMPLETO"
"2016","2900207","Abaré","BA","FERNANDO JOSE TEIXEIRA TOLENTINO","PT","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2916104","Itaparica","BA","MARLYLDA BARBUDA DOS SANTOS","PDT","4","SUPERIOR COMPLETO"
"2016","2910800","Feira de Santana","BA","JOSÉ RONALDO DE CARVALHO","DEM","2","SUPERIOR COMPLETO"
"2016","2928950","São Domingos","BA","IZAQUE RIOS DA COSTA JUNIOR","PMDB","2","SUPERIOR COMPLETO"
"2016","2912509","Ibipitanga","BA","EDILSON SANTOS SOUZA","PDT","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2913408","Igaporã","BA","JOSÉ SULY FAGUNDES NETTO","PTN","2","SUPERIOR COMPLETO"
"2016","2921906","Mucugê","BA","CLAUDIO MANOEL LUZ SILVA","PSD","2","SUPERIOR INCOMPLETO"
"2016","2915502","Itajuípe","BA","MARCONE AMARAL COSTA JUNIOR","PSD","2","SUPERIOR INCOMPLETO"
"2016","2911808","Guaratinga","BA","CHRISTINE PINTO ROSA","PSD","4","SUPERIOR COMPLETO"
"2016","2914307","Iramaia","BA","ANTONIO CARLOS SILVA BASTOS","DEM","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2908200","Conceição da Feira","BA","RAIMUNDO DA CRUZ BASTOS","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2919504","Livramento de Nossa Senhora","BA","JOSÉ RICARDO ASSUNÇÃO RIBEIRO","REDE","2","ENSINO MÉDIO COMPLETO"
"2016","2913309","Ichu","BA","CARLOS SANTIAGO DE ALMEIDA","PHS","2","SUPERIOR COMPLETO"
"2016","2915601","Itamaraju","BA","MARCELO ANGENICA","PSDB","2","SUPERIOR COMPLETO"
"2016","2912103","Ibicaraí","BA","LUIZ JÁCOME BRANDÃO NETO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","2924801","Piritiba","BA","SAMUEL OLIVEIRA SANTANA","PP","2","ENSINO MÉDIO COMPLETO"
"2016","2911659","Guajeru","BA","GILMAR ROCHA CANGUSSU","PDT","2","SUPERIOR COMPLETO"
"2016","2925931","Quixabeira","BA","REGINALDO SAMPAIO SILVA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","2920304","Malhada de Pedras","BA","TEREZINHA BALEEIRO ALVES SANTOS","PP","4","SUPERIOR COMPLETO"
"2016","2904852","Cabaceiras do Paraguaçu","BA","ABEL SILVA DOS SANTOS","PTB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2933604","Xique-Xique","BA","REINALDO TEIXEIRA BRAGA FILHO","PMDB","2","SUPERIOR COMPLETO"
"2016","2913705","Inhambupe","BA","FORTUNATO SILVA COSTA","PPS","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2901007","Amargosa","BA","JULIO PINHEIRO DOS SANTOS JUNIOR","PT","2","SUPERIOR COMPLETO"
"2016","2925956","Rafael Jambeiro","BA","MARINALVO FERNANDES SERRA","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","2907103","Carinhanha","BA","GERALDO PEREIRA COSTA","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","2906204","Canarana","BA","EZENIVALDO ALVES DOURADO","PR","2","SUPERIOR INCOMPLETO"
"2016","2927705","Santa Cruz Cabrália","BA","AGNELO SILVA SANTOS JUNIOR","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2921500","Monte Santo","BA","EDIVAN FERNANDES DE ALMEIDA","PSC","2","SUPERIOR COMPLETO"
"2016","2901502","Anguera","BA","FERNANDO BISPO RAMOS","PT","2","ENSINO MÉDIO COMPLETO"
"2016","2922904","Nova Soure","BA","LUIS CÁSSIO DE SOUZA ANDRADE","PSC","2","SUPERIOR COMPLETO"
"2016","2909604","Crisópolis","BA","EDINAL ALVES DA COSTA","PSC","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2913804","Ipecaetá","BA","SUEDER SANTANA SILVA SANTOS","PMDB","4","SUPERIOR COMPLETO"
"2016","2927507","Santa Bárbara","BA","JAILSON COSTA DOS SANTOS","PT","2","SUPERIOR COMPLETO"
"2016","2910602","Esplanada","BA","FRANCISCO DA CRUZ","PRB","2","SUPERIOR COMPLETO"
"2016","2902807","Barra da Estiva","BA","JOÃO MACHADO RIBEIRO","PTB","2","SUPERIOR COMPLETO"
"2016","2904407","Brejolândia","BA","GILMAR RIBEIRO DA SILVA","PR","2","ENSINO MÉDIO COMPLETO"
"2016","2914604","Irecê","BA","ELMO VAZ BASTOS DE MATOS","PSB","2","SUPERIOR COMPLETO"
"2016","2903607","Biritinga","BA","ANTONIO CELSO AVELINO DE QUEIROZ","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","2925709","Presidente Jânio Quadros","BA","ALEX DA SILVA","PSD","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2923100","Olindina","BA","VANDERLEI FULCO CALDAS","PP","2","LÊ E ESCREVE"
"2016","2919009","Lajedinho","BA","MARCOS SOUZA DA MOTA","PSD","2","SUPERIOR COMPLETO"
"2016","2923407","Palmas de Monte Alto","BA","MANOEL RUBENS VICENTE DA CRUZ","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2924108","Pedrão","BA","SOSTHENES SERRAVALLE CAMPOS","PSD","2","SUPERIOR COMPLETO"
"2016","5101852","Bom Jesus do Araguaia","MT","JOEL FERREIRA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","5105580","Marcelândia","MT","ARNÓBIO VIEIRA DE ANDRADE","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","5103858","Gaúcha do Norte","MT","VONEY RODRIGUES GOULART","SD","2","ENSINO MÉDIO COMPLETO"
"2016","5106208","Nova Brasilândia","MT","MAURIZA AUGUSTA DE OLIVEIRA","PMDB","4","SUPERIOR COMPLETO"
"2016","5106224","Nova Mutum","MT","ADRIANO XAVIER PIVETTA","PDT","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","5107859","São Félix do Araguaia","MT","JANAILZA TAVEIRA LEITE","SD","4","SUPERIOR COMPLETO"
"2016","5105101","Juara","MT","LUCIANE BORBA AZOIA BEZERRA","PSB","4","ENSINO MÉDIO COMPLETO"
"2016","5107156","Reserva do Cabaçal","MT","TARCISIO FERRARI","PSD","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","5106703","Ponte Branca","MT","HUMBERTO LUIZ NOGUEIRA DE MENEZES","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","5103908","General Carneiro","MT","MARCELO DE AQUINO","PR","2","ENSINO MÉDIO COMPLETO"
"2016","5107263","Santo Afonso","MT","JOABE ALMEIDA DOS SANTOS","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","5102678","Campo Verde","MT","FABIO SCHROETER","PSB","2","ENSINO MÉDIO COMPLETO"
"2016","5105507","Vila Bela da Santíssima Trindade","MT","WAGNER VICENTE DA SILVEIRA","PV","2","SUPERIOR COMPLETO"
"2016","5107875","Sapezal","MT","VALCIR CASAGRANDE","PSC","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","5106372","Pedra Preta","MT","JUVENAL PEREIRA BRITO","PMDB","2","SUPERIOR INCOMPLETO"
"2016","5106505","Poconé","MT","ATAIL MARQUES DO AMARAL","PR","2","ENSINO MÉDIO COMPLETO"
"2016","5107909","Sinop","MT","ROSANA TEREZA MARTINELLI","PR","4","SUPERIOR COMPLETO"
"2016","5108204","Torixoréu","MT","INES MORAES MESQUITA COELHO","PP","4","ENSINO MÉDIO COMPLETO"
"2016","5103403","Cuiabá","MT","EMANUEL PINHEIRO","PMDB","2","SUPERIOR COMPLETO"
"2016","5103437","Curvelândia","MT","SIDINEI CUSTODIO DA SILVA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","5104906","Jangada","MT","EDERZIO DE JESUS MENDES","PSDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","5107578","Rondolândia","MT","AGNALDO RODRIGUES DE CARVALHO","PP","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","5101902","Brasnorte","MT","MAURO RUI HEISLER","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","5104526","Ipiranga do Norte","MT","PEDRO FERRONATTO","PSDB","2","SUPERIOR COMPLETO"
"2016","5100102","Acorizal","MT","CLODOALDO MONTEIRO DA SILVA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","5102686","Campos de Júlio","MT","JOSE ODIL DA SILVA","PP","2","SUPERIOR INCOMPLETO"
"2016","5103056","Cláudia","MT","ALTAMIR KURTEN","PSDB","2","SUPERIOR COMPLETO"
"2016","5100250","Alta Floresta","MT","ASIEL BEZERRA DE ARAUJO","PMDB","2","SUPERIOR COMPLETO"
"2016","5101308","Arenápolis","MT","JOSÉ MAURO FIGUEIREDO","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","5108402","Várzea Grande","MT","LUCIMAR SACRE DE CAMPOS","DEM","4","SUPERIOR INCOMPLETO"
"2016","5100300","Alto Araguaia","MT","GUSTAVO DE MELO ANICEZIO","PSB","2","SUPERIOR COMPLETO"
"2016","5107354","São José do Xingu","MT","LUIZ CARLOS NUNES CASTELO","PTB","2","SUPERIOR COMPLETO"
"2016","5106174","Nova Nazaré","MT","JOAO TEODORO FILHO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","5103106","Cocalinho","MT","DALVA MARIA DE LIMA PERES","PSDB","4","SUPERIOR COMPLETO"
"2016","5105606","Matupá","MT","VALTER MIOTTO FERREIRA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","5105176","Juruena","MT","SANDRA JOSY LOPES DE SOUZA","PROS","4","SUPERIOR COMPLETO"
"2016","5108303","União do Sul","MT","CLAUDIOMIRO JACINTO DE QUEIROZ","PSD","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","5106158","Nova Bandeirantes","MT","VALDIR PEREIRA DOS SANTOS","PSB","2","SUPERIOR COMPLETO"
"2016","5103361","Conquista D'Oeste","MT","JOSÉ CARLOS DE OLIVEIRA","PMDB","2","ENSINO MÉDIO INCOMPLETO"
"2016","5104500","Indiavaí","MT","VALTEIR QUIRINO DOS SANTOS","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","5107602","Rondonópolis","MT","JOSE CARLOS JUNQUEIRA DE ARAUJO","SD","2","SUPERIOR COMPLETO"
"2016","5103700","Feliz Natal","MT","RAFAEL PAVEI","PSDB","2","SUPERIOR COMPLETO"
"2016","5107180","Ribeirão Cascalheira","MT","REYNALDO FONSECA DINIZ","PR","2","SUPERIOR COMPLETO"
"2016","5107743","Santa Cruz do Xingu","MT","MARCOS DE SÁ FERNANDES DA SILVA","PSB","2","SUPERIOR COMPLETO"
"2016","5102603","Campinápolis","MT","JEOVAN FARIA","PSD","2","SUPERIOR COMPLETO"
"2016","5103502","Diamantino","MT","EDUARDO CAPISTRANO DE OLIVEIRA","PDT","2","SUPERIOR COMPLETO"
"2016","5101001","Araguaiana","MT","GETULIO DUTRA VIEIRA NETO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3118809","Coração de Jesus","MG","ROBSON ADALBERTO MOTA DIAS","PR","2","SUPERIOR COMPLETO"
"2016","3142502","Monjolos","MG","GERALDO EUSTÁQUIO MAIA DA SILVA","SD","2","ENSINO MÉDIO COMPLETO"
"2016","3147501","Passabém","MG","RONALDO AGAPITO DE SA","PR","2","ENSINO MÉDIO COMPLETO"
"2016","3145851","Oratórios","MG","JOSE ANTONIO DELGADO","PR","2","SUPERIOR COMPLETO"
"2016","3133402","Itapagipe","MG","BENICE NERY MAIA","PSDB","4","SUPERIOR COMPLETO"
"2016","3128204","Guaraciaba","MG","GUSTAVO CASTRO DE ANDRADE","PSD","2","SUPERIOR COMPLETO"
"2016","3120508","Cristina","MG","RICARDO PEREIRA AZEVEDO","PSD","2","SUPERIOR COMPLETO"
"2016","3148806","Pedra do Anta","MG","JOÃO BATISTA VIANA","PMDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3171154","Vermelho Novo","MG","GERALDO JOSE DO CARMO","PROS","2","ENSINO MÉDIO COMPLETO"
"2016","3123908","Entre Rios de Minas","MG","JOSE WALTER RESENDE AGUIAR","PSB","2","SUPERIOR COMPLETO"
"2016","3112604","Capinópolis","MG","CLEIDIMAR ZANOTTO","PSB","2","SUPERIOR COMPLETO"
"2016","3168101","Tapira","MG","LILIANE MACHADO COSTA VENÂNCIO","PTB","4","SUPERIOR INCOMPLETO"
"2016","3118502","Consolação","MG","MAURILIO ROBSON MARQUES","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3148400","Paulistas","MG","EVANDRO RIBEIRO DE CARVALHO","PMDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3145406","Olaria","MG","LUIZ ENEIAS DE OLIVEIRA","PSD","2","SUPERIOR COMPLETO"
"2016","3166808","Serra do Salitre","MG","PAULO GIOVANI SILVEIRA DE MELO","PV","2","ENSINO MÉDIO COMPLETO"
"2016","3150539","Pingo-d'Água","MG","ARTUR CARLOS DA SILVA","PDT","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3144904","Nova Módica","MG","WALTER JUNIOR LADEIA BORBOREMA","PTB","2","SUPERIOR COMPLETO"
"2016","3149002","Pedra Dourada","MG","SILVANIR SIMPLÍCIO DE ANDRADE","PMDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3117009","Comercinho","MG","GILMAR ORNELAS DO AMARAL","PSB","2","ENSINO MÉDIO COMPLETO"
"2016","3145703","Oliveira Fortes","MG","ANTONIO CARLOS DE OLIVEIRA","PTB","2","SUPERIOR INCOMPLETO"
"2016","3124708","Estrela do Indaiá","MG","HUGO GERALDO LOPES","PR","2","SUPERIOR COMPLETO"
"2016","3106309","Belo Oriente","MG","HAMILTON ROMULO DE MENEZES CARVALHO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3171402","Vieiras","MG","ADRIANO DOS SANTOS","PT","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3160603","Santo Hipólito","MG","GILSON SANTIAGO ARANHA JUNIOR","PMDB","2","SUPERIOR COMPLETO"
"2016","3121209","Delfinópolis","MG","FERNANDO JOSÉ PINTO","PMDB","2","SUPERIOR COMPLETO"
"2016","3135308","Japaraíba","MG","ROBERTO EMILIO LOPES","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","3146305","Padre Paraíso","MG","VALMIR SILVA COSTA","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","3150307","Piedade do Rio Grande","MG","JOSE FERNANDES NETO","PMDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3119302","Coromandel","MG","DIONE MARIA PERES","PMDB","4","SUPERIOR COMPLETO"
"2016","3145059","Nova Porteirinha","MG","JURACY FAGUNDES JACOME","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3101631","Alfredo Vasconcelos","MG","JOSE VICENTE BARBOSA","PHS","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3136603","Nova União","MG","AILTON ANTONIO GUIMARAES ROSA","PDT","2","SUPERIOR COMPLETO"
"2016","3105301","Bandeira do Sul","MG","JOSÉ DOS SANTOS","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3128105","Guapé","MG","NELSON ALVES LARA","PC do B","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3124500","Estiva","MG","AGENÍCIO DE OLIVEIRA","DEM","2","SUPERIOR COMPLETO"
"2016","3109402","Buritizeiro","MG","ANDERSON FONSECA BRAGA","PSD","2","SUPERIOR INCOMPLETO"
"2016","3154408","Ressaquinha","MG","MANOEL DA SILVA RIBEIRO","PSL","2","SUPERIOR COMPLETO"
"2016","3147956","Patis","MG","VALMIR MORAIS DE SÁ","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","3135456","Jenipapo de Minas","MG","CARLOS JOSÉ DE JESUS SENA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3118106","Congonhas do Norte","MG","NELMAR DE MORAES FRANCO","SD","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3137809","Lambari","MG","SÉRGIO TEIXEIRA","PSDB","2","SUPERIOR COMPLETO"
"2016","3162922","São Joaquim de Bicas","MG","ANTONIO AUGUSTO RESENDE MAIA","DEM","2","SUPERIOR COMPLETO"
"2016","3109451","Cabeceira Grande","MG","ODILON DE OLIVEIRA E SILVA","PR","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3168507","Teixeiras","MG","JOSÉ DIOGO DRUMOND NETO","PR","2","SUPERIOR COMPLETO"
"2016","3164472","São Sebastião do Anta","MG","JOÃO BATISTA VINHA","PMDB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3142403","Moema","MG","JULVAN REZENDE ARAUJO LACERDA","PMDB","2","SUPERIOR COMPLETO"
"2016","3149705","Perdigão","MG","GILMAR TEODORO DE SÃO JOSÉ","PSDB","2","SUPERIOR COMPLETO"
"2016","3165552","Setubinha","MG","WARLEM ANTONIO JOSE BARBOSA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3166956","Serranópolis de Minas","MG","ELPIDIO RIBEIRO NETO","DEM","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3158102","Santa Maria do Salto","MG","MARLON CAIRES SOUZA","PV","2","ENSINO MÉDIO COMPLETO"
"2016","3117108","Conceição da Aparecida","MG","RUBERVAL JOSÉ GONÇALVES","PTB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3101102","Aimorés","MG","MARCELO MARQUES","PMDB","2","SUPERIOR COMPLETO"
"2016","3160009","Santo Antônio do Aventureiro","MG","PAULO ROBERTO PIRES","PPS","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3171600","Virgem da Lapa","MG","DIOGÉNES TIMO SILVA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3133758","Itaú de Minas","MG","RONILTON GOMES CINTRA","PSD","2","SUPERIOR COMPLETO"
"2016","3110509","Camanducaia","MG","EDMAR CASSALHO MOREIRA DIAS","PMDB","2","SUPERIOR COMPLETO"
"2016","3138807","Luz","MG","AILTON DUARTE","PSB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3151008","Piranguinho","MG","HELENA MARIA DA SILVEIRA","DEM","4","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3160900","São Brás do Suaçuí","MG","ELIAS RIBEIRO DE SOUZA","PSD","2","SUPERIOR COMPLETO"
"2016","3148756","Pedra Bonita","MG","ADRIANO TEODORO DO CARMO","PP","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3140704","Mateus Leme","MG","JULIO CEZAR NOGUEIRA FARES JUNIOR","PSD","2","SUPERIOR COMPLETO"
"2016","3126109","Formiga","MG","EUGÊNIO VILELA JÚNIOR","PP","2","SUPERIOR COMPLETO"
"2016","3131109","Inimutaba","MG","RAFAEL DOTTI DE CARVALHO","PR","2","SUPERIOR COMPLETO"
"2016","3101706","Almenara","MG","ADEMIR COSTA GOBIRA","PSD","2","SUPERIOR COMPLETO"
"2016","3162906","São João Nepomuceno","MG","ERNANDES JOSE DA SILVA","PSB","2","SUPERIOR COMPLETO"
"2016","3134707","Jacinto","MG","LEONARDO AUGUSTO DE SOUZA","PRB","2","SUPERIOR COMPLETO"
"2016","3108008","Bom Sucesso","MG","PORFÍRIO ROBERTO DA SILVA","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","3132404","Itajubá","MG","RODRIGO IMAR MARTINEZ RIERA","PMDB","2","SUPERIOR INCOMPLETO"
"2016","3157104","Salto da Divisa","MG","OXIMANE PEIXOTO BOMFIM","DEM","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3155900","Rio Preto","MG","INÁCIO DE LOYOLA MACHADO FERREIRA","DEM","2","SUPERIOR COMPLETO"
"2016","3102506","Amparo do Serra","MG","ASTOLFO GOMES FUSCALDI","PHS","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3129905","Ibitiúra de Minas","MG","JOSE TARCISO RAYMUNDO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3117603","Conceição do Pará","MG","PROCOPIO CELSO DE FREITAS","PMDB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3163805","São Miguel do Anta","MG","WAGNER DAMIÃO","PSB","2","ENSINO MÉDIO COMPLETO"
"2016","3109105","Bueno Brandão","MG","SILVIO ANTONIO FELIX","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","3107802","Bom Jesus do Galho","MG","WILLIAN BATISTA DE CALAIS","PP","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3121100","Delfim Moreira","MG","JOSE FERNANDO COURA","PT","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3122405","Divisa Nova","MG","ELIAS TASSOTI","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","3128808","Guidoval","MG","SORAIA VIEIRA DE QUEIROZ","PSDB","4","SUPERIOR COMPLETO"
"2016","3145356","Novo Oriente de Minas","MG","FÁBIO RODRIGUES GONÇALVES","PDT","2","SUPERIOR COMPLETO"
"2016","3130804","Ingaí","MG","JOAO PAULO LEITE","PTB","2","SUPERIOR COMPLETO"
"2016","3130606","Inconfidentes","MG","DECIO BONAMICHI","PMDB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3148004","Patos de Minas","MG","JOSE EUSTAQUIO RODRIGUES ALVES","DEM","2","SUPERIOR COMPLETO"
"2016","3169208","Tombos","MG","LUCIENE TEIXEIRA DE MORAES","PSD","4","SUPERIOR COMPLETO"
"2016","3152105","Ponte Nova","MG","WAGNER MOL GUIMARÃES","PSB","2","SUPERIOR COMPLETO"
"2016","3110707","Cambuquira","MG","FABRICIO DOS SANTOS SIMONI","PSL","2","SUPERIOR COMPLETO"
"2016","3105103","Bambuí","MG","OLIVIO JOSÉ TEIXEIRA","PSB","2","SUPERIOR COMPLETO"
"2016","3100500","Açucena","MG","DARCIRA DE SOUZA PEREIRA","PT","4","SUPERIOR COMPLETO"
"2016","3110004","Caeté","MG","LUCAS COELHO FERREIRA","PTB","2","SUPERIOR COMPLETO"
"2016","3136504","Jordânia","MG","WATSON DA SILVA LUZ","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3137007","Ladainha","MG","WALID NEDIR OLIVEIRA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3135100","Janaúba","MG","CARLOS ISAILDON MENDES","PSDB","2","SUPERIOR COMPLETO"
"2016","3138625","Limeira do Oeste","MG","PEDRO SOCORRO DO NASCIMENTO","PR","2","SUPERIOR COMPLETO"
"2016","3145877","Orizânia","MG","EBIO JOSE VITOR","PPS","2","ENSINO MÉDIO INCOMPLETO"
"2016","3145802","Onça de Pitangui","MG","GERALDO MAGELA BARBOSA","PP","2","SUPERIOR COMPLETO"
"2016","3146909","Papagaios","MG","MARIO REIS FILGUEIRAS","PSDB","2","SUPERIOR INCOMPLETO"
"2016","3112703","Capitão Enéas","MG","PETRONIO MINEIRO DE SOUZA","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","3132701","Itambacuri","MG","HENRIQUE LUIZ DA MOTA SCOFIELD","PR","2","SUPERIOR COMPLETO"
"2016","3117702","Conceição do Rio Verde","MG","JOÃO CARLOS REIS DE CARVALHO","PSD","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3113800","Carmésia","MG","MARIO CESAR SILVEIRA E VIEIRA","PSDB","2","SUPERIOR COMPLETO"
"2016","3165800","Senador José Bento","MG","FERNANDO CESAR FERNANDES","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","3103603","Arantina","MG","FRANCISCO CARLOS FERREIRA ALVES","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","3127057","Fronteira dos Vales","MG","LEONARDO MEDEIROS DA SILVA","PMDB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3112208","Capela Nova","MG","ADELMO DE REZENDE MOREIRA","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","3116308","Cipotânea","MG","JOSÉ BONIFÁCIO GOMES","PHS","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3163607","São José do Mantimento","MG","CLEBER DA MATA SABINO","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","3101300","Alagoa","MG","JULIANO DINIZ DE OLIVEIRA","PSDB","2","SUPERIOR COMPLETO"
"2016","3145000","Nova Ponte","MG","LINDON CARLOS RESENDE DA CRUZ","PSB","2","SUPERIOR COMPLETO"
"2016","3116704","Coimbra","MG","MARIA RAIMUNDA DOS SANTOS MARTINS","PHS","4","ENSINO MÉDIO COMPLETO"
"2016","3145109","Nova Resende","MG","CELSON JOSE DE OLIVEIRA","PT","2","ENSINO MÉDIO COMPLETO"
"2016","3137908","Lamim","MG","MARCO ANTONIO DE ASSIS","PPS","2","SUPERIOR COMPLETO"
"2016","3124401","Espírito Santo do Dourado","MG","ADALTO LUIS LEAL","PR","2","SUPERIOR COMPLETO"
"2016","3121258","Delta","MG","MARCOS ROBERTO ESTEVAM","PMN","2","SUPERIOR COMPLETO"
"2016","3125705","Felixlândia","MG","VANDERLI DE CARVALHO BARBOSA","PDT","2","SUPERIOR COMPLETO"
"2016","3149150","Pedras de Maria da Cruz","MG","SEBASTIÃO CARLOS CHAVES DE MEDEIROS","PHS","2","ENSINO MÉDIO COMPLETO"
"2016","3148202","Patrocínio do Muriaé","MG","PAULO AZIZ DAHER","PP","2","SUPERIOR COMPLETO"
"2016","3143104","Monte Carmelo","MG","SAULO FALEIROS CARDOSO","PSDB","2","SUPERIOR COMPLETO"
"2016","3137205","Lagoa da Prata","MG","PAULO CESAR TEODORO","PDT","2","SUPERIOR COMPLETO"
"2016","3172004","Visconde do Rio Branco","MG","IRAN SILVA COURI","PT","2","SUPERIOR COMPLETO"
"2016","3102308","Alvinópolis","MG","JOÃO BATISTA MATEUS DE MORAES","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","3123601","Elói Mendes","MG","WILIAM CADORINI","PDT","2","SUPERIOR COMPLETO"
"2016","3122454","Divisópolis","MG","EUVALDO GOBIRA ALVES","PPS","2","ENSINO MÉDIO COMPLETO"
"2016","3107000","Biquinhas","MG","ARISLEU FERREIRA PIRES","PSDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3170529","Urucuia","MG","RUTILIO EUGENIO CAVALCANTI FILHO","PMN","2","ENSINO MÉDIO COMPLETO"
"2016","3128709","Guaxupé","MG","JARBAS CORREA FILHO","PSDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","3111903","Cana Verde","MG","EDUARDO CARDOSO GARCIA","PP","2","ENSINO MÉDIO COMPLETO"
"2016","3171105","Veríssimo","MG","LUIZ CARLOS DA SILVA","PV","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","3149408","Pedro Teixeira","MG","IDILIO NEVES MOREIRA","PTB","2","ENSINO FUNDAMENTAL INCOMPLETO"
