"ANO_ELEICAO","COD_MUN_IBGE","NOME_MUNICIPIO","UF","NOME_CANDIDATO","SIGLA_PARTIDO","CODIGO_SEXO","DESCRICAO_GRAU_INSTRUCAO"
"2016","1200302","Feijó","AC","KIEFER ROBERTO CAVALCANTE LIMA","PP","2","SUPERIOR COMPLETO"
"2016","1200179","Capixaba","AC","JOSÉ AUGUSTO GOMES DA CUNHA","PP","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","1200435","Santa Rosa do Purus","AC","FRANCISCO DE ASSIS FERNANDES DA COSTA","PRP","2","ENSINO MÉDIO COMPLETO"
"2016","1200252","Epitaciolândia","AC","JOÃO SEBASTIÃO FLORES DA SILVA","PSB","2","SUPERIOR COMPLETO"
"2016","1200054","Assis Brasil","AC","ANTONIO BARBOSA DE SOUSA","PSDB","2","SUPERIOR COMPLETO"
"2016","1200013","Acrelândia","AC","EDERALDO CAETANO DE SOUSA","PSB","2","ENSINO MÉDIO INCOMPLETO"
"2016","2706208","Palestina","AL","ELIANE SILVA LISBOA","PSD","4","ENSINO MÉDIO COMPLETO"
"2016","2704807","Maribondo","AL","LEOPOLDO CESAR AMORIM PEDROSA","PRB","2","ENSINO MÉDIO INCOMPLETO"
"2016","2704609","Maravilha","AL","MARIA DA CONCEIÇÃO RIBEIRO DE ALBUQUERQUE","PMDB","4","SUPERIOR COMPLETO"
"2016","2706448","Paripueira","AL","HAROLDO NASCIMENTO DA SILVA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","2706802","Piaçabuçu","AL","DJALMA GUTTEMBERG SIQUEIRA BREDA","PRB","2","SUPERIOR COMPLETO"
"2016","2703601","Japaratinga","AL","KLEVER RÊGO LOUREIRO JUNIOR","PMDB","2","SUPERIOR COMPLETO"
"2016","2708907","Satuba","AL","JOSE PAULINO ACIOLY DE ARAUJO","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","2706422","Pariconha","AL","FABIANO RIBEIRO DE SANTANA","PP","2","SUPERIOR COMPLETO"
"2016","2702801","Flexeiras","AL","MARIA ISABEL COSTA SOUZA","PP","4","ENSINO MÉDIO COMPLETO"
"2016","2701308","Cajueiro","AL","ANTONIO PALMERY MELO NETO","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","2709202","Traipu","AL","EDUARDO TAVARES MENDES","PSDB","2","SUPERIOR COMPLETO"
"2016","2702702","Feliz Deserto","AL","ROSIANA LIMA BELTRÃO SIQUEIRA","PMDB","4","SUPERIOR COMPLETO"
"2016","2709004","Tanque d'Arca","AL","WILMARIO VALENÇA SILVA JUNIOR","PSD","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2701605","Canapi","AL","VINICIUS JOSE MARIANO DE LIMA","DEM","2","SUPERIOR INCOMPLETO"
"2016","2701357","Campestre","AL","NIELSON MENDES DA SILVA","PMDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2708303","São José da Laje","AL","BRUNO RODRIGO VALENÇA DE ARAÚJO","PMDB","2","SUPERIOR COMPLETO"
"2016","2706406","Pão de Açúcar","AL","FLAVIO ALMEIDA DA SILVA JUNIOR","PMDB","2","SUPERIOR COMPLETO"
"2016","2707107","Piranhas","AL","MARISTELA SENA DIAS","PP","4","SUPERIOR COMPLETO"
"2016","2705408","Monteirópolis","AL","MAILSON DE MENDONCA LIMA","PR","2","SUPERIOR INCOMPLETO"
"2016","2705002","Mata Grande","AL","ERIVALDO DE MELO LIMA","PP","2","ENSINO MÉDIO COMPLETO"
"2016","2702504","Dois Riachos","AL","RAMON CAMILO SILVA","PRP","2","SUPERIOR COMPLETO"
"2016","2702553","Estrela de Alagoas","AL","ARLINDO GARROTE DA SILVA NETO","PP","2","SUPERIOR COMPLETO"
"2016","2706307","Palmeira dos Índios","AL","JULIO CEZAR DA SILVA","PSB","2","SUPERIOR COMPLETO"
"2016","2704708","Marechal Deodoro","AL","CLAUDIO ROBERTO AYRES DA COSTA","PSD","2","SUPERIOR INCOMPLETO"
"2016","2707503","Porto Real do Colégio","AL","ALDO ENIO BORGES","PSDB","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2705507","Murici","AL","OLAVO CALHEIROS NOVAIS NETO","PMDB","2","SUPERIOR COMPLETO"
"2016","2702900","Girau do Ponciano","AL","DAVID RAMOS DE BARROS","PTB","2","SUPERIOR COMPLETO"
"2016","2705200","Messias","AL","JARBAS MAYA DE OMENA FILHO","PSDB","2","SUPERIOR COMPLETO"
"2016","2703403","Jacaré dos Homens","AL","JOSE FLORIANO BENTO DE MELO","PSB","2","SUPERIOR COMPLETO"
"2016","2700409","Atalaia","AL","FRANCISCO LUIZ DE ALBUQUERQUE","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","2709152","Teotônio Vilela","AL","JOÃO JOSÉ PEREIRA FILHO","PSDB","2","ENSINO MÉDIO INCOMPLETO"
"2016","2708204","São Brás","AL","MARCOS SANDES","PMDB","2","SUPERIOR COMPLETO"
"2016","2707206","Poço das Trincheiras","AL","MARIA APARECIDA FERREIRA RODRIGUES SILVA","PMDB","4","ENSINO MÉDIO COMPLETO"
"2016","2704302","Maceió","AL","RUI SOARES PALMEIRA","PSDB","2","SUPERIOR COMPLETO"
"2016","2707404","Porto de Pedras","AL","CARLOS HENRIQUE VILELA DE VASCONCELOS","PSDB","2","SUPERIOR COMPLETO"
"2016","2700706","Batalha","AL","MARINA THEREZA CINTRA DANTAS","PMDB","4","SUPERIOR COMPLETO"
"2016","2707305","Porto Calvo","AL","DAVID KLEVISSON DA FONSECA SILVA PEDROSA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","2705903","Olho d'Água Grande","AL","JOSE ADELSON DE SOUZA","PSDB","2","SUPERIOR COMPLETO"
"2016","2707800","Roteiro","AL","WLADIMIR CHAVES DE BRITO","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","2709301","União dos Palmares","AL","ARESKI DAMARA DE OMENA FREITAS JUNIOR","PMDB","2","SUPERIOR COMPLETO"
"2016","2701100","Branquinha","AL","JAIRON MAIA FERNANDES NETO","PSDB","2","SUPERIOR INCOMPLETO"
"2016","2700102","Água Branca","AL","JOSÉ CARLOS DE CARVALHO","PSDB","2","ENSINO MÉDIO INCOMPLETO"
"2016","2705804","Olho d'Água do Casado","AL","JOSÉ DOS SANTOS","PT","2","SUPERIOR INCOMPLETO"
"2016","1600501","Oiapoque","AP","MARIA ORLANDA MARQUES GARCIA","PSDB","4","ENSINO MÉDIO COMPLETO"
"2016","1600600","Santana","AP","OFIRNEY DA CONCEIÇÃO SADALA","PSDC","2","SUPERIOR COMPLETO"
"2016","1600808","Vitória do Jari","AP","RAIMUNDO DE ALCIMAR NEY DE SOUZA","PT","2","ENSINO MÉDIO COMPLETO"
"2016","1600212","Cutias","AP","RAIMUNDO BARBOSA AMANAJÁS FILHO","PROS","2","SUPERIOR COMPLETO"
"2016","1302702","Manicoré","AM","MANUEL SEBASTIÃO PIMENTEL DE MEDEIROS","PSD","2","SUPERIOR COMPLETO"
"2016","1302009","Itapiranga","AM","DENISE DE FARIAS LIMA","PROS","4","SUPERIOR COMPLETO"
"2016","1304203","Tefé","AM","NORMANDO BESSA DE SA","PMN","2","SUPERIOR COMPLETO"
"2016","1304260","Uarini","AM","ANTONIO WALDETRUDES UCHOA DE BRITO","PMN","2","ENSINO MÉDIO COMPLETO"
"2016","1301407","Eirunepé","AM","RAYLAN BARROSO DE ALENCAR","PROS","2","SUPERIOR INCOMPLETO"
"2016","1300409","Barcelos","AM","EDSON DE PAULA RODRIGUES MENDES","PSB","2","SUPERIOR COMPLETO"
"2016","1300631","Beruri","AM","MARIA LUCIR SANTOS DE OLIVEIRA","PMDB","4","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","1302603","Manaus","AM","ARTHUR VIRGILIO DO CARMO RIBEIRO NETO","PSDB","2","SUPERIOR COMPLETO"
"2016","1301308","Codajás","AM","ABRAHAM LINCOLN DIB BASTOS","PSD","2","SUPERIOR COMPLETO"
"2016","1300680","Boa Vista do Ramos","AM","ERALDO TRINDADE DA SILVA","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","1304062","Tabatinga","AM","SAUL NUNES BEMERGUY","PSD","2","ENSINO MÉDIO INCOMPLETO"
"2016","1303106","Nova Olinda do Norte","AM","ADENILSON LIMA REIS","PMDB","2","SUPERIOR COMPLETO"
"2016","1302405","Lábrea","AM","GEAN CAMPOS DE BARROS","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","1303502","Pauini","AM","ELIANA OLIVEIRA AMORIM","PMDB","4","SUPERIOR COMPLETO"
"2016","1303536","Presidente Figueiredo","AM","ROMEIRO JOSE COSTEIRA DE MENDONCA","PDT","2","SUPERIOR INCOMPLETO"
"2016","1303908","São Paulo de Olivença","AM","PAULO DE OLIVEIRA MAFRA","PROS","2","ENSINO MÉDIO COMPLETO"
"2016","1302900","Maués","AM","CARLOS ROBERTO DE OLIVEIRA JÚNIOR","PROS","2","SUPERIOR COMPLETO"
"2016","1300839","Caapiranga","AM","ANTONIO FERREIRA LIMA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","1303601","Santa Isabel do Rio Negro","AM","ARAILDO MENDES DO NASCIMENTO","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","1300508","Barreirinha","AM","GLENIO JOSÉ MARQUES SEIXAS","PMDB","2","SUPERIOR INCOMPLETO"
"2016","1304005","Silves","AM","ARISTIDES QUEIROZ DE OLIVEIRA NETO","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","1304401","Urucurituba","AM","JOSE CLAUDENOR DE CASTRO PONTES","PT","2","ENSINO MÉDIO COMPLETO"
"2016","1303957","São Sebastião do Uatumã","AM","FERNANDO FALABELLA","PMDB","2","SUPERIOR COMPLETO"
"2016","1301209","Coari","AM","ADAIL JOSE FIGUEIREDO PINHEIRO","PP","2","SUPERIOR INCOMPLETO"
"2016","1300904","Canutama","AM","OTANIEL LYRA DE OLIVEIRA","PP","2","ENSINO MÉDIO COMPLETO"
"2016","1303007","Nhamundá","AM","GLEDSON HADSON PAULAIN MACHADO","PROS","2","ENSINO MÉDIO COMPLETO"
"2016","1301605","Fonte Boa","AM","GILBERTO FERREIRA LISBOA","PMDB","2","SUPERIOR COMPLETO"
"2016","2928059","Santa Luzia","BA","ANTONIO GUILHERME DOS SANTOS","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2920908","Mascote","BA","ARNALDO LOPES COSTA","PRB","2","ENSINO MÉDIO COMPLETO"
"2016","2906303","Canavieiras","BA","CLOVIS ROBERTO ALMEIDA DE SOUZA","PPS","2","SUPERIOR COMPLETO"
"2016","2915106","Itagi","BA","OLIVAL ANDRADE JUNIOR","PPS","2","SUPERIOR COMPLETO"
"2016","2914901","Itacaré","BA","ANTONIO MARIO DAMASCENO","PT","2","SUPERIOR COMPLETO"
"2016","2922052","Mulungu do Morro","BA","FREDSON COSME ANDRADE DE SOUZA","PSB","2","SUPERIOR COMPLETO"
"2016","2921005","Mata de São João","BA","OTAVIO MARCELO MATOS DE OLIVEIRA","PSDB","2","SUPERIOR COMPLETO"
"2016","2911907","Iaçu","BA","ADELSON SOUSA DE OLIVEIRA","PPS","2","ENSINO MÉDIO COMPLETO"
"2016","2922607","Nilo Peçanha","BA","CARLOS ANTONIO BONFIM DE AZEVEDO","PP","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2911204","Gandu","BA","LEONARDO BARBOSA CARDOSO","PP","2","SUPERIOR COMPLETO"
"2016","2920502","Maracás","BA","UILSON VENÂNCIO GOMES DE NOVAES","PDT","2","ENSINO MÉDIO INCOMPLETO"
"2016","2901205","Anagé","BA","ELEN ZITE PEREIRA DOS SANTOS","PDT","4","SUPERIOR COMPLETO"
"2016","2903276","Barrocas","BA","JOSÉ JAILSON LIMA FERREIRA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","2904605","Brumado","BA","EDUARDO LIMA VASCONCELOS","PSB","2","SUPERIOR COMPLETO"
"2016","2932101","Ubaíra","BA","FRED MUNIZ BARRETO ANDRADE","SD","2","SUPERIOR COMPLETO"
"2016","2929750","Saubara","BA","MARCIA MENDES OLIVEIRA DE ARAUJO","PT do B","4","ENSINO MÉDIO COMPLETO"
"2016","2929206","São Francisco do Conde","BA","EVANDRO SANTOS ALMEIDA","PP","2","SUPERIOR COMPLETO"
"2016","2931004","Tanhaçu","BA","JORGE TEIXEIRA DA ROCHA","DEM","2","SUPERIOR COMPLETO"
"2016","2918605","Jussiape","BA","ÉDER JAKES SOUZA AGUIAR","PMDB","2","SUPERIOR COMPLETO"
"2016","2919900","Macururé","BA","EVERALDO CARVALHO SOARES","PSL","2","SUPERIOR COMPLETO"
"2016","2903003","Barra do Mendes","BA","ARMENIO SODRÉ NUNES","PMDB","2","SUPERIOR COMPLETO"
"2016","2918100","Jeremoabo","BA","DERISVALDO JOSE DOS SANTOS","PP","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2911253","Gavião","BA","RAUL SOARES MOURA JUNIOR","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2916708","Itaquara","BA","MARCO AURELIO WANDERLEY CRUZ COSTA","PSB","2","SUPERIOR COMPLETO"
"2016","2913457","Igrapiúna","BA","LEANDRO LUIZ RAMOS SANTOS","PSB","2","SUPERIOR INCOMPLETO"
"2016","2917409","Jacaraci","BA","ANTONIO CARLOS FREIRE DE ABREU","PSD","2","SUPERIOR COMPLETO"
"2016","2919702","Macarani","BA","MILLER SILVA FERRAZ","PMDB","2","SUPERIOR COMPLETO"
"2016","2925402","Potiraguá","BA","JORGE PORTO CHELES","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","2922250","Muquém de São Francisco","BA","MÁRCIO CESARE RODRIGUES MARIANO","PP","2","SUPERIOR COMPLETO"
"2016","2932309","Ubatã","BA","SIMEIA QUEIROZ DE SOUZA FELIX","PSL","4","SUPERIOR COMPLETO"
"2016","2910701","Euclides da Cunha","BA","LUCIANO PINHEIRO DAMASCENO E SANTOS","PDT","2","SUPERIOR COMPLETO"
"2016","2925600","Presidente Dutra","BA","SILVIO MARIO ALVES ALMEIDA","PMDB","2","ENSINO MÉDIO COMPLETO"
"2016","2919157","Lapão","BA","JOSE RICARDO RODRIGUES BARBOSA","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2928208","Santana","BA","MARCO AURÉLIO DOS SANTOS CARDOSO","PP","2","SUPERIOR INCOMPLETO"
"2016","2904050","Bonito","BA","REINAN CEDRO DE OLIVEIRA","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2903409","Belmonte","BA","JANIO NATAL ANDRADE BORGES","PTN","2","ENSINO MÉDIO COMPLETO"
"2016","2930501","Serrinha","BA","ADRIANO SILVA LIMA","PMDB","2","SUPERIOR COMPLETO"
"2016","2926400","Riacho de Santana","BA","ALAN ANTONIO VIEIRA","PSD","2","SUPERIOR COMPLETO"
"2016","2906006","Campo Formoso","BA","ROSANGELA MARIA MONTEIRO DE MENEZES","PSD","4","SUPERIOR COMPLETO"
"2016","2907301","Castro Alves","BA","THIANCLE DA SILVA ARAÚJO","PSDB","2","SUPERIOR COMPLETO"
"2016","2909208","Coronel João Sá","BA","CARLOS AUGUSTO SILVEIRA SOBRAL","PMDB","2","SUPERIOR INCOMPLETO"
"2016","2913002","Ibitiara","BA","JOSE ROBERTO DOS SANTOS OLIVEIRA","PT","2","ENSINO MÉDIO COMPLETO"
"2016","2911303","Gentio do Ouro","BA","ROBERIO GOMES CUNHA","PDT","2","SUPERIOR COMPLETO"
"2016","2933059","Várzea da Roça","BA","LOURIVALDO SOUZA FILHO","PMDB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2902906","Barra do Choça","BA","ADIODATO JOSÉ DE ARAÚJO","PSDB","2","SUPERIOR COMPLETO"
"2016","2908606","Conde","BA","ANTONIO EDUARDO LINS DE CASTRO","PMDB","2","SUPERIOR COMPLETO"
"2016","2916856","Itatim","BA","GILMAR PEREIRA NOGUEIRA","PSD","2","SUPERIOR COMPLETO"
"2016","2916609","Itapitanga","BA","DERNIVAL DIAS FERREIRA","PSB","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2928406","Santa Rita de Cássia","BA","ROMUALDO RODRIGUES SETUBAL","PP","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2932804","Utinga","BA","JOYUSON VIEIRA SANTOS","PSL","2","SUPERIOR COMPLETO"
"2016","2919306","Lençóis","BA","VANESSA DOS ANJOS TELES SENNA","PSD","4","SUPERIOR COMPLETO"
"2016","2930758","Sítio do Mato","BA","ALFREDO DE OLIVEIRA MAGALHÃES JUNIOR","PDT","2","LÊ E ESCREVE"
"2016","2915353","Itaguaçu da Bahia","BA","IVAN TIBURTINO OLIVEIRA","PSD","2","ENSINO MÉDIO INCOMPLETO"
"2016","2915007","Itaeté","BA","VALDES BRITO DE SOUZA","PT","2","SUPERIOR COMPLETO"
"2016","2928703","Santo Antônio de Jesus","BA","ANDRÉ ROGÉRIO DE ARAÚJO ANDRADE","PSD","2","SUPERIOR COMPLETO"
"2016","2907400","Catolândia","BA","GILVAN  PIMENTEL ATAIDE","PT","2","ENSINO MÉDIO COMPLETO"
"2016","2932408","Uibaí","BA","UBIRACI ROCHA LEVI","PDT","2","ENSINO MÉDIO COMPLETO"
"2016","2922854","Nova Redenção","BA","GUILMA RITA DE CASSIA GOTTSCHALL DA SILVA SOARES","PT","4","SUPERIOR COMPLETO"
"2016","2918456","Jucuruçu","BA","UBERLANDIA CARMOS PEREIRA","PSD","4","SUPERIOR COMPLETO"
"2016","2910057","Dias d'Ávila","BA","JUSSARA MÁRCIA DO NASCIMENTO","PT","4","ENSINO MÉDIO COMPLETO"
"2016","2920007","Maiquinique","BA","JESULINO DE SOUZA PORTO","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","2919553","Luís Eduardo Magalhães","BA","OZIEL ALVES DE OLIVEIRA","PDT","2","SUPERIOR COMPLETO"
"2016","2916203","Itapé","BA","NAELITON ROSA PINTO","PP","2","ENSINO MÉDIO INCOMPLETO"
"2016","2928802","Santo Estêvão","BA","ROGERIO DOS SANTOS COSTA","PT","2","SUPERIOR COMPLETO"
"2016","2908903","Coração de Maria","BA","EDIMARIO PAIM DE CERQUEIRA","PT","2","ENSINO MÉDIO COMPLETO"
"2016","2911105","Formosa do Rio Preto","BA","TERMOSIRES DIAS DOS SANTOS NETO","PRB","2","SUPERIOR COMPLETO"
"2016","2902252","Arataca","BA","KATIANA PINTO DE OLIVEIRA","PP","4","SUPERIOR INCOMPLETO"
"2016","2908309","Conceição do Almeida","BA","ADAILTON CAMPOS SOBRAL","PSD","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2903201","Barreiras","BA","JOÃO BARBOSA DE SOUZA SOBRINHO","DEM","2","SUPERIOR COMPLETO"
"2016","2915700","Itamari","BA","PALLOMMA EMMANUELA UZEDA TAVARES ANTAS","PSL","4","SUPERIOR COMPLETO"
"2016","2902500","Baianópolis","BA","JANDIRA SOARES SILVA XAVIER","PSD","4","SUPERIOR INCOMPLETO"
"2016","2911600","Governador Mangabeira","BA","MARCELO PEDREIRA DE MENDONÇA","PP","2","SUPERIOR COMPLETO"
"2016","2907509","Catu","BA","GERANILSON DANTAS REQUIÃO","PT","2","SUPERIOR COMPLETO"
"2016","2900702","Alagoinhas","BA","JOAQUIM BELARMINO CARDOSO NETO","DEM","2","SUPERIOR COMPLETO"
"2016","2910305","Elísio Medrado","BA","ROBSON EPAMINONDAS SANTANA DE SOUZA","PSD","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2917359","Jaborandi","BA","ASSUERO ALVES DE OLIVEIRA","PSDB","2","SUPERIOR COMPLETO"
"2016","2929404","São Miguel das Matas","BA","JOSE RENATO CURVELO DE ARAUJO","PP","2","SUPERIOR COMPLETO"
"2016","2910750","Fátima","BA","MANOEL MISSIAS VIEIRA","PP","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2920106","Mairi","BA","JOSÉ BONIFACIO PEREIRA DA SILVA","PT","2","ENSINO MÉDIO COMPLETO"
"2016","2927804","Santa Cruz da Vitória","BA","CARLOS ANDRÉ DE BRITO COELHO","PTC","2","ENSINO MÉDIO COMPLETO"
"2016","2909901","Curaçá","BA","PEDRO ALVES DE OLIVEIRA","PSC","2","SUPERIOR COMPLETO"
"2016","2908101","Cocos","BA","MARCELO DE SOUZA EMERENCIANO","PR","2","SUPERIOR COMPLETO"
"2016","2930154","Serra do Ramalho","BA","ITALO RODRIGO ANUNCIAÇÃO SILVA","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2933406","Wagner","BA","ELTER SILVA BASTOS","PSL","2","SUPERIOR COMPLETO"
"2016","2933505","Wenceslau Guimarães","BA","CARLOS ALBERTO LIOTERIO DOS SANTOS","PRB","2","SUPERIOR COMPLETO"
"2016","2908408","Conceição do Coité","BA","FRANCISCO DE ASSIS ALVES DOS SANTOS","PT","2","SUPERIOR COMPLETO"
"2016","2903805","Boa Vista do Tupim","BA","HELDER LOPES CAMPOS","PSDB","2","SUPERIOR INCOMPLETO"
"2016","2930303","Serra Dourada","BA","JOSÉ MILTON FROTA DE SOUZA","PT","2","ENSINO MÉDIO COMPLETO"
"2016","2900306","Acajutiba","BA","ALEXSANDRO MENEZES DE FREITAS","PMDB","2","SUPERIOR COMPLETO"
"2016","2921609","Morpará","BA","SIRLEY NOVAES BARRETO","PT","2","ENSINO MÉDIO COMPLETO"
"2016","2928109","Santa Maria da Vitória","BA","RENATO RODRIGUES LEITE JÚNIOR","PP","2","ENSINO MÉDIO COMPLETO"
"2016","2922102","Mundo Novo","BA","JOSE ADRIANO DA SILVA","PSB","2","SUPERIOR COMPLETO"
"2016","2931400","Teodoro Sampaio","BA","JOSE ALVES DA CRUZ","PR","2","ENSINO MÉDIO COMPLETO"
"2016","2922755","Nova Ibiá","BA","JOSÉ MURILO NUNES DE SOUZA","PSL","2","ENSINO MÉDIO COMPLETO"
"2016","2906402","Candeal","BA","EVERTON PEREIRA CERQUEIRA","DEM","2","SUPERIOR COMPLETO"
"2016","2913606","Ilhéus","BA","MARIO ALEXANDRE CORREA DE SOUSA","PSD","2","SUPERIOR COMPLETO"
"2016","2926905","Rio do Pires","BA","GILVANIO ANTONIO DOS SANTOS","PP","2","SUPERIOR COMPLETO"
"2016","2917300","Ituberá","BA","IRAMAR BRAGA DE SOUZA COSTA","PMDB","4","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2902658","Banzaê","BA","JAILMA DANTAS GAMA ALVES","PT","4","ENSINO MÉDIO COMPLETO"
"2016","2930006","Sebastião Laranjeiras","BA","JOSIELTON DE CASTRO MUNIZ","PR","2","ENSINO MÉDIO COMPLETO"
"2016","2921807","Mortugaba","BA","RITA DE CÁSSIA CERQUEIRA DOS SANTOS","PDT","4","SUPERIOR COMPLETO"
"2016","2900900","Almadina","BA","MILTON SILVA CERQUEIRA","PTN","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2915809","Itambé","BA","EDUARDO COELHO DE PAIVA GAMA","PMDB","2","SUPERIOR COMPLETO"
"2016","2914000","Ipirá","BA","MARCELO ANTONIO SANTOS BRANDAO","DEM","2","SUPERIOR COMPLETO"
"2016","2904209","Botuporã","BA","OTAVIANO JOAQUIM FILHO","DEM","2","ENSINO FUNDAMENTAL COMPLETO"
"2016","2931608","Teolândia","BA","LAZARO ANDRADE DE OLIVEIRA","PMDB","2","SUPERIOR COMPLETO"
"2016","2918308","Jitaúna","BA","PATRICK GILBERTO RODRIGUES LOPES","PDT","2","ENSINO MÉDIO INCOMPLETO"
"2016","2905008","Caculé","BA","JOSÉ ROBERTO NEVES","DEM","2","SUPERIOR COMPLETO"
"2016","2905701","Camaçari","BA","ANTONIO ELINALDO ARAUJO DA SILVA","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","2933000","Valente","BA","MARCOS ADRIANO DE OLIVEIRA ARAUJO","PSDB","2","SUPERIOR COMPLETO"
"2016","2906873","Capim Grosso","BA","LYDIA FONTOURA PINHEIRO","PSD","4","SUPERIOR COMPLETO"
"2016","2914653","Itabela","BA","LUCIANO FRANCISQUETO","PRB","2","SUPERIOR INCOMPLETO"
"2016","2929255","São Gabriel","BA","HIPOLITO RODRIGUES SILVA GOMES","PP","2","SUPERIOR COMPLETO"
"2016","2905909","Campo Alegre de Lourdes","BA","ENILSON MARCELO RODRIGUES DA SILVA","PC do B","2","SUPERIOR COMPLETO"
"2016","2910776","Feira da Mata","BA","APARECIDO ALVES DA SILVA","PPS","2","ENSINO MÉDIO COMPLETO"
"2016","2907558","Caturama","BA","PAULO HUMBERTO NEVES MENDONCA","PSD","2","SUPERIOR COMPLETO"
"2016","2917706","Jaguarari","BA","EVERTON CARVALHO ROCHA","PSDB","2","ENSINO MÉDIO COMPLETO"
"2016","2907608","Central","BA","UILSON MONTEIRO DA SILVA","PSD","2","ENSINO MÉDIO COMPLETO"
"2016","2909307","Correntina","BA","NILSON JOSÉ RODRIGUES","PC do B","2","ENSINO MÉDIO COMPLETO"
"2016","2918803","Laje","BA","KLEDSON DUARTE MOTA","PSB","2","SUPERIOR COMPLETO"
"2016","2910107","Dom Basílio","BA","ROBERVAL DE CASSIA MEIRA","PR","2","SUPERIOR COMPLETO"
"2016","2901353","Andorinha","BA","RENATO BRANDÃO DE OLIVEIRA","PP","2","ENSINO MÉDIO COMPLETO"
"2016","2901106","Amélia Rodrigues","BA","PAULO CESAR BAHIA FALCÃO","PRB","2","SUPERIOR COMPLETO"
"2016","2924009","Paulo Afonso","BA","LUIZ BARBOSA DE DEUS","PSD","2","SUPERIOR COMPLETO"
"2016","2925303","Porto Seguro","BA","CLAUDIA SILVA SANTOS OLIVEIRA","PSD","4","ENSINO MÉDIO COMPLETO"
"2016","2927408","Salvador","BA","ANTONIO CARLOS PEIXOTO DE MAGALHÃES NETO","DEM","2","SUPERIOR COMPLETO"
"2016","2921054","Matina","BA","JUSCELIO ALVES FONSECA","PP","2","ENSINO MÉDIO COMPLETO"
"2016","2904704","Buerarema","BA","VINICIUS IBRANN DANTAS ANDRADE OLIVEIRA","PSDB","2","SUPERIOR COMPLETO"
"2016","2927200","Ruy Barbosa","BA","LUIZ CLAUDIO MIRANDA PIRES","PSD","2","SUPERIOR COMPLETO"
"2016","2911709","Guanambi","BA","JAIRO SILVEIRA MAGALHAES","PSB","2","SUPERIOR COMPLETO"
"2016","2920809","Marcionílio Souza","BA","ADENILTON DOS SANTOS MEIRA","PTB","2","ENSINO MÉDIO COMPLETO"
"2016","2926004","Remanso","BA","JOSÉ CLEMENTINO DE CARVALHO FILHO","PSD","2","SUPERIOR COMPLETO"
"2016","2920700","Maraú","BA","MARIA DAS GRAÇAS DE DEUS VIANA","PP","4","ENSINO MÉDIO COMPLETO"
"2016","2910206","Dom Macedo Costa","BA","EGNALDO PITON MOURA","PT","2","SUPERIOR COMPLETO"
"2016","2929370","São José do Jacuípe","BA","ERISMAR ALMEIDA SOUZA","PV","2","ENSINO MÉDIO COMPLETO"
"2016","2904506","Brotas de Macaúbas","BA","LITERCILIO NUNES DE OLIVEIRA JUNIOR","PT","2","SUPERIOR COMPLETO"
"2016","2923050","Novo Triunfo","BA","JOAO BATISTA DE SANTANA","PP","2","ENSINO FUNDAMENTAL INCOMPLETO"
"2016","2917508","Jacobina","BA","LUCIANO ANTONIO PINHEIRO","DEM","2","ENSINO MÉDIO COMPLETO"
"2016","2906907","Caravelas","BA","SÍLVIO RAMALHO DA SILVA","PMDB","2","SUPERIOR COMPLETO"
"2016","2904001","Boninal","BA","AURELIO FAGUNDES DE SOUZA","PTB","2","ENSINO MÉDIO COMPLETO"
